,PC1,PC2,cluster,label,cluster_name
263,-4.024255630560953,1.0692108215212575,1,peanut roasted peanut,Savory & Meaty
264,2.8153241608985993,1.2156696353997745,6,papaya,Fruity & Tropical
265,1.9822265898063278,-0.6627608576118406,8,clover,Minty & Floral
266,-0.08040327987107647,-2.135029801135295,4,cologne,Camphoraceous & Medicinal
267,1.2550585772379983,-1.448648799917985,4,honeysuckle,Camphoraceous & Medicinal
268,-1.7434243040696265,-2.524673242427038,2,thyme,Smoky & Woody
269,-2.3757443287748647,-2.091753694769456,2,cassia,Smoky & Woody
270,-1.3298217891911663,0.42808041182619716,5,sugar burnt sugar,Burnt & Earthy
271,-2.7411205613374,-1.435851177307521,2,guaiacol,Smoky & Woody
272,1.9374015939078992,-1.0446592059858502,8,seaweed,Minty & Floral
273,-5.933545198125838,-0.33441739975532186,7,ammonia,Odorless & Sulfurous
274,-1.7021624635533887,0.17090643429759617,5,sugar brown sugar,Burnt & Earthy
275,2.05857035934552,-1.5015792883904382,8,myrrh,Minty & Floral
276,-1.0568081785492078,-2.321553229570828,2,cedarwood,Smoky & Woody
277,1.4753654041811972,-0.19290229340156992,8,peely,Minty & Floral
278,1.3918620208936767,-0.25062474684653385,8,wet,Minty & Floral
279,0.12549303433550998,0.673277972054649,5,cilantro,Burnt & Earthy
280,2.129368581617591,-0.20302501733943257,8,orange peel,Minty & Floral
281,-2.838784982045425,0.8342266176407853,9,goaty,Roasted & Sulfurous
282,-6.311098919183461,-0.42872906692016854,7,sulfury,Odorless & Sulfurous
283,-0.19407214045195068,2.2895126307559632,5,catty,Burnt & Earthy
284,2.676078487428549,0.752707330507097,6,watermelon,Fruity & Tropical
285,-3.401969957041968,-1.3510723653071688,2,castoreum,Smoky & Woody
286,-1.6566217982343958,-2.1706645308919326,2,woody old wood,Smoky & Woody
287,3.5184194281717214,0.42745325765732206,3,tart,Fruity & Floral
288,-1.721234033840951,1.4879937283906828,9,chicken fat,Roasted & Sulfurous
289,-3.9086983631859242,-1.4664071639430925,7,civet,Odorless & Sulfurous
290,-1.805474284868217,0.6598768513988643,9,flower,Roasted & Sulfurous
291,0.5475616868950189,0.9749931645746012,0,moldy,Nutty & Dairy
292,-1.4245723272803616,1.8663175347105412,9,cereal,Roasted & Sulfurous
293,2.3351651624710192,0.6760856432791242,0,bubble gum,Nutty & Dairy
294,2.3304662185135516,-0.7102370090965272,8,costus,Minty & Floral
295,0.6048436468852164,-0.17611622500679835,4,soft,Camphoraceous & Medicinal
296,2.0058177063353515,0.9582530154503326,0,watercress,Nutty & Dairy
297,-0.18743482334880615,2.3265781222068798,5,wasabi,Burnt & Earthy
298,1.8815188189071699,-0.124930161763552,8,raisin,Minty & Floral
299,-1.3142222952178984,-0.025620969982587914,5,cotton candy,Burnt & Earthy
300,-1.1299529291572505,-0.7439128427119014,2,custard,Smoky & Woody
301,1.0525574829968432,1.5124136413908824,0,tomato leaf,Nutty & Dairy
302,-0.6451714100638296,-1.3524481155887151,4,storax,Camphoraceous & Medicinal
303,1.1378399998110218,1.1110493591338437,0,blackberry,Nutty & Dairy
304,1.6985472197203397,-0.8731861086396439,8,saffron,Minty & Floral
305,1.4919611774175807,0.9613318336442557,0,fruit overripe fruit,Nutty & Dairy
306,0.5752311056874856,1.3128527202472982,0,honeydew,Nutty & Dairy
307,-2.149514134937261,-1.90742993886942,2,spice,Smoky & Woody
308,-4.872846811585346,1.4365815356172182,1,pork,Savory & Meaty
309,-1.2549381397543649,-2.421004642973649,2,sawdust,Smoky & Woody
310,1.1599516166360284,0.9535948730513031,0,cantaloupe,Nutty & Dairy
311,1.561777382394636,-0.6442526668461936,8,cranberry,Minty & Floral
312,-2.808948882219604,1.784830412256779,9,seafood,Roasted & Sulfurous
313,-1.217887774960283,-1.5448982586053197,2,acacia,Smoky & Woody
314,-0.1707632766486954,-0.5509149392588227,4,cherry maraschino cherry,Camphoraceous & Medicinal
315,0.9172798572742245,-2.149382533012517,4,nutmeg,Camphoraceous & Medicinal
316,0.31799463648622744,-1.2538735267816021,4,seashore,Camphoraceous & Medicinal
317,-5.631318649317124,1.2640499377142302,1,lamb,Savory & Meaty
318,-3.46288992220892,0.9954864117275505,9,barley roasted barley,Roasted & Sulfurous
319,0.17052263019102776,-0.3186222478245447,4,root beer,Camphoraceous & Medicinal
320,0.5733721103548368,-2.398492915048814,4,cypress,Camphoraceous & Medicinal
321,-0.9752814741080862,-1.8685291716343593,2,sassafrass,Smoky & Woody
322,-0.41113438633265,0.27704512732838177,5,coriander,Burnt & Earthy
323,-0.8180996812674669,0.7077666307346671,5,pea green pea,Burnt & Earthy
324,0.36466998270585727,0.19112636128232358,5,bean green bean,Burnt & Earthy
325,-0.5157127696682464,-1.2999812061229798,4,opoponax,Camphoraceous & Medicinal
326,-0.2456372229931386,-1.1052030575250151,4,dewy,Camphoraceous & Medicinal
327,-2.597778456528427,1.0812924301964166,9,truffle,Roasted & Sulfurous
328,-0.9298492750329708,-0.69769651447018,2,sage,Smoky & Woody
329,-3.6784776197146845,0.9337183542924609,1,potato raw potato,Savory & Meaty
330,0.48159458269639327,-0.8555158529827369,4,fresh outdoors,Camphoraceous & Medicinal
331,-5.970628223038997,-1.029364915457088,7,almost odorless,Odorless & Sulfurous
332,-1.653316592837109,0.01726615312513551,5,fenugreek,Burnt & Earthy
333,-3.59490780729529,1.6380846658504795,9,potato baked potato,Roasted & Sulfurous
334,-0.5156191490462708,-2.1154433689829246,4,ginger,Camphoraceous & Medicinal
335,1.19932971400076,-0.9774653747681574,8,carrot,Minty & Floral
336,-0.5483048638550038,0.6273388132253029,5,rue,Burnt & Earthy
337,-2.7353440422643662,-0.5445236400518829,2,lovage,Smoky & Woody
338,-1.3593571329182368,-0.6047213170578482,2,acorn,Smoky & Woody
339,-3.490569143962287,2.1118831839819854,9,scallion,Roasted & Sulfurous
340,2.0254678879928463,0.7403741555293419,0,fleshy,Nutty & Dairy
341,0.1609456318578556,-0.9772171011431727,4,parsley,Camphoraceous & Medicinal
342,-1.7106109065312913,0.48022652266201027,5,citrus peel,Burnt & Earthy
343,0.984587043515794,0.8592261483873038,0,painty,Nutty & Dairy
344,0.5154283580134752,0.864838730626827,0,guava,Nutty & Dairy
345,1.868732414075277,-1.5292078605989772,8,cardamom,Minty & Floral
346,2.4873441622851153,-0.13385068443934395,8,strong,Minty & Floral
347,-2.111465562708368,-1.0093420480115722,2,dill,Smoky & Woody
348,2.494016418413405,-0.4076779731518198,8,lemongrass,Minty & Floral
349,-4.396360719916038,0.524583511710419,1,mutton,Savory & Meaty
350,-2.8629958156122393,0.24493175120445596,9,acetone,Roasted & Sulfurous
351,0.10779744704005022,-1.2019259785223835,4,citronella,Camphoraceous & Medicinal
352,2.131375964774338,1.2487980965611274,0,grape skin,Nutty & Dairy
353,-4.733097355483772,1.805500440187122,1,beefy roasted beefy,Savory & Meaty
354,0.9952609875466565,-1.290522308312763,4,lemon peel,Camphoraceous & Medicinal
355,-3.744802112222155,1.5114601896607451,1,skunk,Savory & Meaty
356,1.7620885521798757,0.7492970785227963,0,juicy fruit,Nutty & Dairy
357,1.0272564513651916,0.9090838316178882,0,baked,Nutty & Dairy
358,2.726133166333219,1.0128871482747877,6,gooseberry,Fruity & Tropical
359,1.3255344151855573,0.01038587836425062,0,reseda,Nutty & Dairy
360,2.645317305753859,-0.5739867982770062,8,rose tea rose,Minty & Floral
361,-0.20379443166534456,-0.5203963248526028,4,sweet pea,Camphoraceous & Medicinal
362,3.249467104279079,0.5616186887333903,6,fig,Fruity & Tropical
363,-1.0297846036686307,-0.08760776028916445,5,bread baked,Burnt & Earthy
364,-3.3444921750673564,1.392827161021191,9,soup,Roasted & Sulfurous
365,-4.454786772578869,1.8227880141971515,1,leek,Savory & Meaty
366,0.44750904985324785,-0.1313321167270699,5,tagette,Burnt & Earthy
367,-1.9912998668488664,-1.4566406116948907,2,licorice black licorice,Smoky & Woody
368,-6.185537610908854,-0.8391670383003731,7,fish,Odorless & Sulfurous
369,-1.7930049588643566,1.7280731135169405,9,durian,Roasted & Sulfurous
370,1.2017903797324425,1.8375779105227465,0,pear skin,Nutty & Dairy
371,1.6420910541918647,0.23539835543068716,0,cashew,Nutty & Dairy
